Content_ID,Content_Type,Title,Hindi_Title,Theatrical_Release_Year,Hoichoi_Live_Date,Hoichoi_Ending_Date,Season_Number,Total_Episodes,Duration_Total_or_Per_Ep,Genre,Sub_Genre,Age_Rating,Age_Rating_Descriptors,Available_on_hoichoi,Link,Cast,Director,Writer,Production_House,Synopsis_Long,Synopsis_Short,Trailer_Link,Languages,Brand_Name,Literature_Adapted,Primary_Mood,Narrative_Tone,Ending_Type,Binge_Score,Family_Element_Score,AI_Generated_Keywords,Monetization_Model,Release_Type,Is_Bangladeshi,Recommended_Titles,Promotional_Rights
HOI031,Movie,Rainbow Jelly,N/A,2018,2024-06-28,2029-05-31,N/A,N/A,119 min,Fantasy Drama,Fantasy Drama,U,Suitable for all ages,Yes,N/A,"Mahabrata Basu, Sreelekha Mitra, Kaushik Sen, Shantilal Mukherjee, Anumegha Banerjee",Soukarya Ghosal,N/A,Indigenous,"Ghoton, an autistic 12-year-old orphaned boy mistreated by his uncle, feels hopeful when a mysterious aunt promises to change his life with a magical recipe.",An autistic orphan's life transforms when a fairy's magical recipes unlock emotions and reveal hidden truths.,,Bengali,N/A,No,Drama,Neutral,Open,5,5,"fantasy drama, nan",SVOD,Library,No,Bilu Rakkhosh,No limitation on promotional clips
HOI032,Movie,Mayurakshi,N/A,2017,2024-05-31,2029-05-30,N/A,N/A,102 min,Drama,Drama,U,Suitable for all ages,Yes,N/A,"Prosenjit Chatterjee, Soumitra Chatterjee, Gargi Roychowdhury, Sudipta Chakraborty, Indrani Halder",Atanu Ghosh,N/A,Friends Communication Production,"A reunion between a retired professor, suffering from neurological problems, and his NRI son, who is going through an unsettling phase, changes their lives when several closed chapters are reopened.","A man returns from Chicago to Kolkata to care for his ailing father, triggering a quiet journey of love and rediscovery.",,Bengali,N/A,No,Feel-good,Neutral,Happy,5,5,"nan, drama",SVOD,Library,No,"Ranna Baati, Barnali, Rupkotha noy, Troyee, Mauchaak",No limitation on promotional clips
HOI033,Movie,Chaalchitra Ekhon,N/A,2024,2024-05-10,2034-05-09,N/A,N/A,92 min,"Drama, Biography","Drama, Biography",U/A 13+,"Foul Language, Smoking, Alcohol",Yes,N/A,"Anjan Dutt, Sawon Chakraborty, Bidipta Chakraborty, Suprobhat Das, Subhasish Mukherjee",Anjan Dutt,N/A,Anjan Dutt Production,"A tribute to auteur Mrinal Sen in his birth centenary year, the film traces Anjan Dutt's captivating journey with the celluloid maestro in 1981, marking the beginning of a unique mentor-protégé relationship.","A tribute to Mrinal Sen, tracing Anjan Dutt’s journey with the maestro and their bond that began in 1981.",,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, drama, biography",SVOD,World Premiere,No,,"Maximum 120 secs for clips; maximum 60 secs for music and music videos on a non-standalone, non commercial basis"
HOI034,Movie,Shri Swapankumarer Badami Hyenar Kobole,N/A,2024,2024-04-11,Perpetual,N/A,N/A,144 min,Pulp Thriller,Pulp Thriller,U/A 13+,"Violence, Smoking, Alcohol, Foul Language",Yes,N/A,"Abir Chatterjee, Paran Bandopadhyay, Shruti Das, Gautam Halder, Pratik Dutta, Loknath Dey",Debaloy Bhattacharya,N/A,hoichoi Studios,"When Kolkata is in danger as Badami Hyena looms threat over the city, Dipak Chatterjee, the long-forgotten detective created by pulp-fiction writer Shri Swapankumar, comes out to save the city. But Swapankumar soon writes a crazy narrative that complicates Dipak's fate!",Kolkata is in danger. Forgotten detective Dipak Chatterjee and his creator Shri Swapankumar must save the city.,,Bengali,N/A,Yes,Classic,Reflective,Twist,8,3,"pulp thriller, detective, nan",SVOD,World Premiere,No,,no restrictions
HOI035,Movie,Bogla Mama,N/A,2023,2024-03-08,2029-03-07,N/A,N/A,145 min,Comedy,Comedy,U,Suitable for all ages,Yes,N/A,"Kharaj Mukherjee, Riddhi Sen, Rajatava Dutta, Aparajita Adhya, Ditipriya Roy",Dhrubo Banerjee,N/A,"Shrikant Mohta, Mahendra Soni and SVF Entertainment Pvt. Ltd. / Jio Studios","Bogla Mama, a bumbling middle-aged theatre fanatic, is loved by his entire town for his amusing antics. A comedy of errors ensues when a local don commissions Bogla and his band of boys to stage a play in a theatre competition in this hilarious tale set in 1980s small town Bengal.",A witty theatre enthusiast leads a group of youths through comedic chaos in a competition organized by a local don.,,Bengali,N/A,Yes,Classic,Reflective,Happy,7,8,"nan, comedy",SVOD,World Premiere,No,Goopy Bagha Phire Elo,not more than 120 seconds (non-commercial promotion)
HOI036,Movie,Raktabeej,N/A,2023,2024-02-18,2031-02-17,N/A,N/A,140 min,Social Thriller,Social Thriller,U/A 13+,"Violence, Smoking, Alcohol, Foul Language",Yes,N/A,"Victor Bannerjee, Abir Chatterjee, Mimi Chakraborty, Anashua Majumdar, Satyam Bhattacharya, Devlina Kumar","Nandita Roy, Shiboprosad Mukherjee",N/A,Windows,"Inspired by a true event, when officers Pankaj Sinha and Sanjukta Mitra investigate an explosion at Burdwan's Khoyragarh, it spirals into a terror angle and a possible assassination attempt on the President of India visiting his ancestral home nearby.","A terrorist plot to assassinate the President of India unfolds, forcing two brave officers into a race to save him.",,Bengali,N/A,No,Gritty,Suspenseful,Twist,8,3,"social thriller, nan",SVOD,World Digital Premiere,No,,not more than 150 seconds (non-commercial promotion)
HOI037,Movie,Mitthye Premer Gaan,N/A,2023,2024-02-10,2034-02-09,N/A,N/A,146 min,Romantic Drama,Romantic Drama,U/A 13+,"Alcohol, Smoking, Foul Language, Mature themes",Yes,N/A,"Anirban Bhattacharya, Ishaa Saha, Arjun Chakrabarty, Soumya Mukherjee, Anusha Viswanathan",Paroma Neotia,N/A,Neostories Productions / Paroma Neotia,"Aveek, a shy and self-taught musician, falls for Anwesha, the lively daughter of a famous classical artist. But their love is tested by fear, past pain, and self-doubt. As they grow closer, they must face their own struggles and learn who they really are to keep their bond alive.","Aveek, a musician, and Anwesha, a free spirit, navigate love, heartbreak, and self-discovery while learning to let go.",,Bengali,N/A,No,Romantic,Sentimental,Happy,7,7,"romantic drama, nan",SVOD,World Premiere,No,"Marjiana Abdullah, Bikaley Bhorer Phool, X = Prem, Chirodiner, Ke Tumi Nandini",not more than 3 minutes (non-commercial promotion)
HOI038,Movie,Aynabaji,N/A,2016,2024-02-08,2034-02-07,N/A,N/A,147 min,Crime Thriller,Crime Thriller,U/A 13+,"Foul Language, Violence, Smoking, Alcohol",Yes,N/A,"Chanchal Chowdhury, Masuma Rahman Nabila, Partha Barua, Lutfur Rahman George, Brindaban Das",Amitabh Reza Chowdhury,N/A,Content Matters / Half Stop Down,"Ayna, a struggling actor from Dhaka, becomes a professional imposter after he starts getting hired to impersonate real-life people for financial gain. As he delves deeper into this con life, the darker side of his work threatens to unveil his real identity.","Ayna, a skilled actor, lives by impersonating criminals, but his life spirals when a murder complicates his secret role.",,Bengali,N/A,No,Gritty,Suspenseful,Twist,8,3,"nan, crime thriller",SVOD,World Digital Premiere,Yes,"Dawshom Awbotaar, Shororipu 2 : Jotugriho, Truth Hunter Ruby",No limitation on promotional clips
HOI039,Movie,Dawshom Awbotaar,N/A,2023,2024-02-02,2029-02-01,N/A,N/A,152 min,Crime Thriller,Crime Thriller,A 18+,"Violence, Foul Language, Smoking, Alcohol, Mature themes",Yes,N/A,"Prosenjit Chatterjee, Anirban Bhattacharya, Jisshu Sengupta, Jaya Ahsan",Srijit Mukherji,N/A,"Shrikant Mohta, Mahendra Soni and SVF Entertainment Pvt. Ltd. / Jio Studios","A serial killer strikes Kolkata, mirroring Vishnu’s ten avatars in each murder. Officers Probir Roy Chowdhury and Bijoy Poddar dive deep to uncover the twisted motive.  Watch the prequel crossover of the thrilling Baishe Srabon and Vinci Da.",A killer mirrors Vishnu’s 10 avatars in Kolkata. Watch the prequel crossover of the Baishe Srabon and Vinci Da.,,Bengali,N/A,No,Gritty,Suspenseful,Twist,8,3,"nan, crime thriller",SVOD,World Premiere,No,"Aynabaji, Shororipu 2 : Jotugriho, Truth Hunter Ruby",not more than 120 seconds (non-commercial promotion)
HOI040,Movie,C/O Sir,N/A,2013,2023-11-17,2028-11-16,N/A,N/A,124 min,Thriller,Thriller,U,Suitable for all ages,Yes,N/A,"Saswata Chatterjee, Raima Sen, Indraneil Sengupta, Sudipta Chakraborty, Sabyasachi Chakrabarty",Kaushik Ganguly,N/A,KR Movies and Entertainment,"Jayabrata Roy, a school teacher in Kurseong, becomes helpless when he loses his eyesight due to a sudden retinal disorder. Relying completely on the sense of hearing, what happens when he starts getting threat calls to vacate his property?","After sudden blindness, Jayabrata receives eerie threat calls to vacate his home—can he rely on sound to survive?",,Bengali,N/A,No,Gritty,Suspenseful,Twist,8,3,"nan, thriller",SVOD,Library,No,"Tekka, Glamour, Rawkto Rawhoshyo, Mukhosh (2021), Pratidwandi",No Promo Rights Discussed in the Agreement
HOI041,Movie,Peace Haven,N/A,2016,2023-11-03,2030-11-02,N/A,N/A,73 min,Comedy Drama,Comedy Drama,U,Suitable for all ages,Yes,N/A,"Soumitra Chatterjee, Paran Bandopadhyay, Arun Mukhopadhyay",Suman Ghosh,N/A,Randomwalk Films Production,"Three friends in their 70s decide to build their own mortuary after seeing a friend cremated without his son present. While planning for death, they unexpectedly find new meaning in life.","The film portrays a trio embracing life's essence in their later years, drawing inspiration from the reality of death.",,Bengali,N/A,No,Lighthearted,Funny,Tragic,7,8,"comedy drama, nan",SVOD,Library,No,Bondhu Chol,No limitation on promotional clips
HOI042,Movie,Podokkhep,N/A,2006,2023-11-03,2030-11-02,N/A,N/A,92 min,Drama,Drama,U/A 7+,Appropriate for age 7 and above,Yes,N/A,"Soumitra Chatterjee, Nandita Das, Sabitri Chatterjee, Tota Roy Choudhury",Suman Ghosh,N/A,Nitesh Sharma / Bangla Talkies,"Shashanka, a retired bank worker, finds it hard to keep up with the fast-changing world. His daughter Megha juggles her job, love life, and caring for him. When a new family moves in next door, things start to change, bringing fresh hope and new bonds.","As life races ahead, Shashanka feels left behind—until new neighbors bring change, hope, and unexpected connection.",,Bengali,N/A,No,Drama,Neutral,Open,5,8,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",No limitation on promotional clips
HOI043,Movie,Searching for Happiness,N/A,2021,2023-11-03,2030-11-02,N/A,N/A,62 min,Drama,Drama,U,Suitable for all ages,Yes,N/A,"Sudipta Chakraborty, Arindam Ghosh, Shahida Neera",Suman Ghosh,N/A,Suman Ghosh / Mayaleela Films,"Four-year-old Shahida goes missing and roams the streets of Kolkata, where she comes across different people searching for their own forms of happiness. But what does happiness mean to a four-year-old child?","Lost in Kolkata, 4-year-old Shahida meets strangers chasing joy—but what does happiness mean to a child so young?",,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",No limitation on promotional clips
HOI044,Movie,"Shyamal Kaku, Corporation-er Bati, Ebong...",N/A,2012,2023-11-03,2030-11-02,N/A,N/A,64 min,Drama,Drama,U,Suitable for all ages,Yes,N/A,"Shyamal Bhattacharya, Arindam Ghosh",Suman Ghosh,N/A,Arindam Ghosh,"Shyamal Uncle, an eighty-year-old retiree, becomes frustrated after seeing the street lights near his house left on, even during the day. One day, he decides to take action against this unconscionable waste of electricity.",80-year-old Shyamal Uncle takes a stand against daylight streetlights—one man’s fight against careless power waste.,,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",No limitation on promotional clips
HOI045,Movie,Bilu Rakkhosh,N/A,2017,2023-10-27,2028-10-26,N/A,N/A,121 min,Fantasy Drama,Fantasy Drama,A 18+,"Violence, Foul Language, Smoking, Alcohol, Mature themes",Yes,N/A,"Joy Sengupta, Koneenica Banerjee, Deboprasad Haldar",Indrasis Acharya,N/A,Amit Debnath and Anirban Maity,"Bilu struggles to balance his busy corporate job, family duties, and his love for music. As he loses control of his life, his dreams fade and his inner fears begin to take over his everyday world.","Torn between job, family, and music, Bilu’s world unravels as lost dreams and buried fears begin to consume him.",,Bengali,N/A,No,Drama,Neutral,Open,5,8,"fantasy drama, nan",SVOD,Library,No,Rainbow Jelly,No limitation on promotional clips
HOI046,Movie,Cheeni 2,N/A,2023,2023-10-13,2028-10-12,N/A,N/A,123 min,Drama,Drama,U/A 7+,Appropriate for age 7 and above,Yes,N/A,"Madhumita Sarcar, Aparajita Adhya, Soumya Mukherjee, Lily Chakravarty, Pinky Banerjee",Mainak Bhaumik,N/A,"Shrikant Mohta, Mahendra Soni and SVF Entertainment Pvt. Ltd.","Mishti, a housewife, is constantly ignored by her husband and children. And Cheeni is full of life and has big dreams. When the path between Mishti and Cheeni collides, they embark on a journey of self-discovery together.",Mishti bonds with her free-spirited tenant Cheeni as they embark on a journey of self-discovery and personal growth.,,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, drama",SVOD,World Premiere,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan","Maximum 120 secs for clips; maximum 60 secs for music and music videos on a non-standalone, non commercial basis"
HOI047,Movie,Shibpur,N/A,2023,2023-09-22,2028-09-21,N/A,N/A,125 min,Thriller Drama,Thriller Drama,A 18+,"Violence, Foul Language, Mature themes",Yes,N/A,"Swastika Mukherjee, Parambrata Chatterjee, Susmita Chatterjee, Rajatava Dutta, Kharaj Mukherjee",Arindam Bhattacharya,N/A,Indo Americana Production,A political journalist in Kolkata discovers the case of a notorious female mafia gang leader in suburban Shibpur going missing in the late 1990s. The journalist sets out to uncover if the gang leader got murdered by her rival gang members or was the victim of a dangerous political plot!,Mandira rises to power in 1980s Shibpur by challenging politics and patriarchy in this gripping socio-political drama.,,Bengali,N/A,No,Gritty,Suspenseful,Twist,8,3,"thriller drama, nan",SVOD,World Digital Premiere,No,"Killbill Society, Habji Gabji, Biporjoy (2017)",No limitation on promotional clips
HOI048,Movie,Datta,N/A,2023,2023-09-15,2033-09-14,N/A,N/A,134 min,Period Drama,Period Drama,U,Suitable for all ages,Yes,N/A,"Rituparna Sengupta, Shaheb Chatterjee, Joy Sengupta, Biswajit Chakraborty, Devlina Kumar",Nirmal Chakravarty,N/A,Bhavna Aaj-O-Kal,"Based on Sarat Chandra Chattopadhyay's classic 'Datta', Banamali proposes his daughter Bijoya's hand to his childhood friend's son, Narendra. But, Bijoya is attracted to Bilaas and has always been skeptical about Narendra. However, when Bijoya meets Narendra, she starts liking his company.","Bijoya's father arranged her marriage to Naren, but after 30 years, will they marry despite the changed circumstances?",,Bengali,N/A,Yes,Classic,Reflective,Open,5,5,"nan, period drama",SVOD,World Premiere,No,Laboratory,"Maximum 120 secs for clips; maximum 60 secs for music and music videos on a non-standalone, non commercial basis"
HOI049,Movie,Bariwali,N/A,2000,2023-08-31,2033-08-30,N/A,N/A,144 min,Drama,Drama,A 18+,"Foul Language, Mature Themes, Sexual Content",Yes,N/A,"Kirron Kher, Roopa Ganguly, Chiranjeen Chakraborty, Sudipta Chakraborty",Rituparno Ghosh,N/A,Anupam Kher Studio LLP,"A lonely middle-aged woman opens her quiet estate to a film crew and finds herself drawn to the director, bringing a rare spark to her routine life. But when the shoot ends, she’s left wondering if that fleeting connection meant something more—or was just another passing moment.","A lonely woman rents her mansion to a film crew, bonds with the director, but is heartbroken when they leave.",,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, drama",SVOD,World Digital Premiere,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",not more than 3 minutes
HOI050,Movie,Abar Bibaho Obhijaan,N/A,2023,2023-07-21,2028-07-20,N/A,N/A,117 min,Comedy,Comedy,U,Suitable for all ages,Yes,N/A,"Ankush Hazra, Rudranil Ghosh, Anirban Bhattacharya, Sohini Sarkar, Nusraat Faria, Priyanka Sarkar",Soumik Haldar,N/A,"Shrikant Mohta, Mahendra Soni and SVF Entertainment Pvt. Ltd.","When a fellow prisoner gifts Bullet Singh property worth 100 crores in Bangkok, he reunites with Anupam and Rajat to give them half of it. But it's only after landing in Bangkok that they realise it's a hoax. Can the trio save themselves from this trap?",Anupam and Rajat tackle marital chaos and Bullet Singh's bizarre plan in Thailand's vibrant backdrop.,,Bengali,N/A,No,Lighthearted,Funny,Happy,7,8,"nan, comedy",SVOD,World Digital Premiere,No,"Hoichoi Unlimited, Ajob Prem Ebong, Bibaho Diaries, Galpa Holeo Satyi (2066), Haami",not more than 3 minutes (non-commercial promotion )
HOI051,Movie,Kakhono Megh,N/A,1968,2023-06-20,2025-10-17,N/A,N/A,118 min,Mystery Drama,Mystery Drama,U,Suitable for all ages,No,N/A,"Uttam Kumar, Anjana Bhowmik, Kali Banerjee",Agradoot,N/A,Bharti Films,"When Narayan's stray uncle, who has been involved in the diamond smuggling business, gets killed, he starts fearing the unforeseen attack from the smuggling world. However, when he starts forming a bond with Seema, he tries to leave his cursed world behind.","After his smuggler uncle’s death, Narayan fears danger—until love with Seema offers a way out of his cursed world.",,Bengali,N/A,No,Gritty,Suspenseful,Twist,8,3,"nan, mystery drama",SVOD,Library,No,,N/A
HOI052,Movie,Barnali,N/A,1963,2023-06-20,2025-10-17,N/A,N/A,95 min,Drama,Drama,U,Suitable for all ages,No,N/A,"Soumitra Chatterjee, Sharmila Tagore, Pahari Sanyal",Ajoy Kar,N/A,Debesh Ghosh,"Ashesh, a wealthy medical professional, tries to set up his friend's wedding with Barnali. However, things change when Ashesh falls in love with Barnali.",Ashesh sets up his friend’s match with Barnali—only to fall for her himself. Love complicates everything.,,Bengali,N/A,No,Feel-good,Neutral,Happy,5,5,"nan, drama",SVOD,Library,No,"Ranna Baati, Mayurakshi, Rupkotha noy, Troyee, Mauchaak",N/A
